row_number, computation, coverage
1,229320,210,
2,229320,210,
3,229320,210,
4,229320,210,
5,229320,210,
6,229320,210,
7,229320,210,
8,229320,210,
9,229320,210,
10,229320,210,
11,229320,210,
12,229320,210,
13,229320,210,
14,229320,210,
15,229320,210,
16,229320,210,
17,229320,210,
18,229320,210,
19,229320,210,
20,229320,210,
21,229320,210,
22,229320,210,
23,229320,210,
24,229320,210,
25,229320,210,
26,229320,210,
27,229320,210,
28,229320,210,
29,229320,210,
30,229320,210,
31,229320,210,
32,229320,210,
33,229320,210,
34,229320,210,
35,229320,210,
36,229320,210,
37,229320,209,
38,229320,209,
39,229320,210,
40,229320,210,
41,229320,210,
42,229320,210,
43,229320,210,
44,229320,209,
45,229320,209,
46,229320,209,
47,229320,210,
48,229320,209,
49,229320,209,
50,229320,209,
51,229320,209,
52,229320,210,
53,229320,208,
54,229320,209,
55,229320,209,
56,229320,209,
57,229320,208,
58,229320,208,
59,229320,206,
60,229320,208,
61,229320,208,
62,229320,208,
63,229320,208,
64,229320,208,
65,229320,208,
66,229320,208,
67,229320,207,
68,229320,206,
69,229320,209,
70,229320,208,
71,229320,209,
72,229320,207,
73,229320,207,
74,229320,209,
75,229320,208,
76,229320,207,
77,229320,207,
78,229320,207,
79,229320,209,
80,229320,207,
81,229320,208,
82,229320,209,
83,229320,205,
84,229320,203,
85,229320,205,
86,229320,208,
87,229320,207,
88,229320,208,
89,229320,203,
90,229320,207,
91,229320,205,
92,229320,205,
93,229320,205,
94,229320,202,
95,229320,206,
96,229320,203,
97,229320,202,
98,229320,202,
99,229320,205,
100,229320,203,
101,229320,206,
102,229320,204,
103,229320,205,
104,229320,199,
105,229320,205,
106,229320,204,
107,229320,205,
108,229320,204,
109,229320,197,
110,229320,201,
111,229320,204,
112,229320,206,
113,229320,205,
114,229320,202,
115,229320,206,
116,229320,205,
117,229320,203,
118,229320,204,
119,229320,201,
120,229320,203,
121,229320,205,
122,229320,205,
123,229320,203,
124,229320,202,
125,229320,202,
126,229320,198,
127,229320,205,
128,229320,200,
129,229320,203,
130,229320,199,
131,229320,202,
132,229320,201,
133,229320,207,
134,229320,202,
135,229320,197,
136,229320,198,
137,229320,200,
138,229320,199,
139,229320,203,
140,229320,196,
141,229320,200,
142,229320,193,
143,229320,198,
144,229320,203,
145,229320,201,
146,229320,195,
147,229320,200,
148,229320,198,
149,229320,198,
150,229320,201,
151,229320,196,
152,229320,202,
153,229320,194,
154,229320,196,
155,229320,195,
156,229320,202,
157,229320,200,
158,229320,193,
159,229320,193,
160,229320,199,
161,229320,196,
162,229320,192,
163,229320,189,
164,229320,190,
165,229320,198,
166,229320,193,
167,229320,198,
168,229320,196,
169,229320,193,
170,229320,195,
171,229320,191,
172,229320,186,
173,229320,195,
174,229320,198,
175,229320,190,
176,229320,190,
177,229320,195,
178,229320,190,
179,229320,186,
180,229320,194,
181,229320,191,
182,229320,199,
183,229320,194,
184,229320,191,
185,229320,193,
186,229320,200,
187,229320,193,
188,229320,182,
189,229320,185,
190,229320,188,
191,229320,188,
192,229320,189,
193,229320,186,
194,229320,197,
195,229320,189,
196,229320,194,
197,229320,190,
198,229320,185,
199,229320,195,
200,229320,183,
201,229320,188,
202,229320,191,
203,229320,189,
204,229320,181,
205,229320,197,
206,229320,184,
207,229320,196,
208,229320,185,
