row_number, computation, coverage
1,229320,210,
2,229320,210,
3,229320,210,
4,229320,210,
5,229320,210,
6,229320,210,
7,229320,210,
8,229320,210,
9,229320,210,
10,229320,210,
11,229320,210,
12,229320,210,
13,229320,210,
14,229320,210,
15,229320,210,
16,229320,210,
17,229320,210,
18,229320,210,
19,229320,210,
20,229320,210,
21,229320,210,
22,229320,210,
23,229320,210,
24,229320,210,
25,229320,210,
26,229320,209,
27,229320,210,
28,229320,210,
29,229320,210,
30,229320,210,
31,229320,209,
32,229320,210,
33,229320,210,
34,229320,210,
35,229320,210,
36,229320,210,
37,229320,209,
38,229320,209,
39,229320,209,
40,229320,210,
41,229320,210,
42,229320,210,
43,229320,209,
44,229320,209,
45,229320,209,
46,229320,210,
47,229320,210,
48,229320,210,
49,229320,209,
50,229320,209,
51,229320,208,
52,229320,209,
53,229320,209,
54,229320,209,
55,229320,209,
56,229320,210,
57,229320,210,
58,229320,209,
59,229320,209,
60,229320,209,
61,229320,208,
62,229320,209,
63,229320,208,
64,229320,208,
65,229320,209,
66,229320,207,
67,229320,209,
68,229320,207,
69,229320,210,
70,229320,206,
71,229320,206,
72,229320,207,
73,229320,207,
74,229320,208,
75,229320,206,
76,229320,208,
77,229320,209,
78,229320,208,
79,229320,210,
80,229320,208,
81,229320,207,
82,229320,206,
83,229320,205,
84,229320,205,
85,229320,207,
86,229320,206,
87,229320,205,
88,229320,204,
89,229320,204,
90,229320,204,
91,229320,206,
92,229320,208,
93,229320,205,
94,229320,205,
95,229320,206,
96,229320,205,
97,229320,205,
98,229320,206,
99,229320,208,
100,229320,205,
101,229320,206,
102,229320,206,
103,229320,204,
104,229320,201,
105,229320,202,
106,229320,206,
107,229320,204,
108,229320,206,
109,229320,205,
110,229320,204,
111,229320,205,
112,229320,205,
113,229320,204,
114,229320,195,
115,229320,201,
116,229320,202,
117,229320,204,
118,229320,203,
119,229320,204,
120,229320,203,
121,229320,201,
122,229320,201,
123,229320,200,
124,229320,205,
125,229320,198,
126,229320,204,
127,229320,199,
128,229320,200,
129,229320,200,
130,229320,199,
131,229320,199,
132,229320,200,
133,229320,204,
134,229320,196,
135,229320,203,
136,229320,203,
137,229320,202,
138,229320,201,
139,229320,201,
140,229320,197,
141,229320,203,
142,229320,194,
143,229320,196,
144,229320,200,
145,229320,197,
146,229320,200,
147,229320,201,
148,229320,194,
149,229320,196,
150,229320,198,
151,229320,199,
152,229320,195,
153,229320,195,
154,229320,195,
155,229320,196,
156,229320,201,
157,229320,198,
158,229320,199,
159,229320,201,
160,229320,195,
161,229320,192,
162,229320,198,
163,229320,189,
164,229320,192,
165,229320,194,
166,229320,200,
167,229320,194,
168,229320,199,
169,229320,199,
170,229320,201,
171,229320,195,
172,229320,186,
173,229320,199,
174,229320,196,
175,229320,192,
176,229320,195,
177,229320,191,
178,229320,194,
179,229320,188,
180,229320,190,
181,229320,198,
182,229320,190,
183,229320,199,
184,229320,187,
185,229320,180,
186,229320,188,
187,229320,192,
188,229320,193,
189,229320,184,
190,229320,194,
191,229320,196,
192,229320,200,
193,229320,187,
194,229320,192,
195,229320,187,
196,229320,189,
197,229320,180,
198,229320,195,
199,229320,190,
200,229320,188,
201,229320,189,
202,229320,187,
203,229320,188,
204,229320,188,
205,229320,181,
206,229320,194,
207,229320,189,
208,229320,187,
