row_number, computation, coverage
1,504504,462,
2,504504,462,
3,504504,462,
4,504504,462,
5,504504,462,
6,504504,462,
7,504504,462,
8,504504,462,
9,504504,462,
10,504504,462,
11,504504,462,
12,504504,462,
13,504504,462,
14,504504,462,
15,504504,462,
16,504504,462,
17,504504,462,
18,504504,462,
19,504504,462,
20,504504,462,
21,504504,462,
22,504504,462,
23,504504,462,
24,504504,462,
25,504504,461,
26,504504,462,
27,504504,462,
28,504504,462,
29,504504,461,
30,504504,462,
31,504504,462,
32,504504,461,
33,504504,460,
34,504504,460,
35,504504,461,
36,504504,461,
37,504504,462,
38,504504,462,
39,504504,460,
40,504504,461,
41,504504,458,
42,504504,461,
43,504504,461,
44,504504,459,
45,504504,461,
46,504504,462,
47,504504,458,
48,504504,456,
49,504504,461,
50,504504,456,
51,504504,459,
52,504504,459,
53,504504,458,
54,504504,457,
55,504504,458,
56,504504,458,
57,504504,459,
58,504504,450,
59,504504,459,
60,504504,457,
61,504504,456,
62,504504,457,
63,504504,457,
64,504504,458,
65,504504,455,
66,504504,457,
67,504504,456,
68,504504,454,
69,504504,460,
70,504504,457,
71,504504,455,
72,504504,457,
73,504504,459,
74,504504,456,
75,504504,449,
76,504504,455,
77,504504,457,
78,504504,456,
79,504504,450,
80,504504,455,
81,504504,452,
82,504504,453,
83,504504,452,
84,504504,449,
85,504504,456,
86,504504,447,
87,504504,447,
88,504504,445,
89,504504,448,
90,504504,442,
91,504504,452,
92,504504,454,
93,504504,447,
94,504504,453,
95,504504,444,
96,504504,446,
97,504504,445,
98,504504,447,
99,504504,448,
100,504504,448,
101,504504,440,
102,504504,449,
103,504504,453,
104,504504,439,
105,504504,442,
106,504504,445,
107,504504,446,
108,504504,438,
109,504504,437,
110,504504,444,
111,504504,440,
112,504504,435,
113,504504,450,
114,504504,443,
115,504504,437,
116,504504,443,
117,504504,447,
118,504504,440,
119,504504,441,
120,504504,442,
121,504504,446,
122,504504,441,
123,504504,440,
124,504504,433,
125,504504,435,
126,504504,438,
127,504504,438,
128,504504,441,
129,504504,436,
130,504504,433,
131,504504,434,
132,504504,442,
133,504504,446,
134,504504,429,
135,504504,432,
136,504504,437,
137,504504,441,
138,504504,430,
139,504504,432,
140,504504,441,
141,504504,440,
142,504504,429,
143,504504,427,
144,504504,427,
145,504504,437,
146,504504,441,
147,504504,430,
148,504504,422,
149,504504,425,
150,504504,439,
151,504504,433,
152,504504,415,
153,504504,420,
154,504504,435,
155,504504,439,
156,504504,426,
157,504504,442,
158,504504,431,
159,504504,426,
160,504504,416,
161,504504,423,
162,504504,431,
163,504504,428,
164,504504,430,
165,504504,420,
166,504504,414,
167,504504,422,
168,504504,421,
169,504504,430,
170,504504,423,
171,504504,411,
172,504504,417,
173,504504,416,
174,504504,410,
175,504504,432,
176,504504,414,
177,504504,415,
178,504504,422,
179,504504,415,
180,504504,410,
181,504504,417,
182,504504,407,
183,504504,416,
184,504504,417,
185,504504,414,
186,504504,421,
187,504504,407,
188,504504,431,
189,504504,420,
190,504504,416,
191,504504,415,
192,504504,432,
193,504504,417,
194,504504,404,
195,504504,411,
196,504504,424,
197,504504,402,
198,504504,408,
199,504504,422,
200,504504,399,
201,504504,400,
202,504504,402,
203,504504,401,
204,504504,406,
205,504504,406,
206,504504,414,
207,504504,416,
208,504504,388,
209,504504,409,
210,504504,403,
211,504504,411,
212,504504,391,
213,504504,394,
214,504504,398,
215,504504,414,
216,504504,381,
217,504504,408,
218,504504,400,
219,504504,411,
220,504504,415,
221,504504,404,
222,504504,406,
223,504504,401,
224,504504,396,
225,504504,397,
226,504504,399,
227,504504,382,
228,504504,411,
229,504504,391,
230,504504,407,
231,504504,403,
232,504504,412,
233,504504,389,
234,504504,399,
235,504504,400,
236,504504,377,
237,504504,389,
238,504504,391,
239,504504,406,
240,504504,384,
241,504504,404,
242,504504,399,
243,504504,391,
244,504504,386,
245,504504,368,
246,504504,416,
247,504504,389,
248,504504,383,
249,504504,387,
250,504504,398,
251,504504,393,
252,504504,381,
253,504504,385,
254,504504,399,
255,504504,389,
256,504504,401,
257,504504,374,
258,504504,388,
259,504504,373,
260,504504,390,
261,504504,394,
262,504504,399,
263,504504,375,
264,504504,370,
265,504504,396,
266,504504,389,
267,504504,384,
268,504504,389,
269,504504,370,
270,504504,381,
271,504504,375,
272,504504,365,
273,504504,388,
274,504504,394,
275,504504,373,
276,504504,355,
277,504504,380,
278,504504,391,
279,504504,365,
280,504504,360,
281,504504,378,
282,504504,375,
283,504504,387,
284,504504,384,
285,504504,359,
286,504504,389,
287,504504,376,
288,504504,363,
289,504504,358,
290,504504,368,
291,504504,362,
292,504504,365,
293,504504,368,
294,504504,361,
295,504504,376,
296,504504,372,
297,504504,360,
298,504504,364,
299,504504,385,
300,504504,381,
301,504504,382,
302,504504,387,
303,504504,374,
304,504504,374,
305,504504,349,
306,504504,368,
307,504504,340,
308,504504,360,
309,504504,356,
310,504504,343,
311,504504,361,
312,504504,348,
313,504504,338,
314,504504,337,
315,504504,353,
316,504504,368,
317,504504,366,
318,504504,357,
319,504504,369,
320,504504,334,
321,504504,373,
322,504504,349,
323,504504,354,
324,504504,344,
325,504504,351,
326,504504,341,
327,504504,331,
328,504504,363,
329,504504,333,
330,504504,333,
331,504504,358,
332,504504,367,
333,504504,371,
334,504504,351,
335,504504,350,
336,504504,329,
337,504504,340,
338,504504,359,
339,504504,335,
340,504504,351,
341,504504,358,
342,504504,350,
343,504504,341,
344,504504,336,
345,504504,308,
346,504504,333,
347,504504,366,
348,504504,350,
349,504504,345,
350,504504,342,
351,504504,351,
352,504504,340,
353,504504,345,
354,504504,345,
355,504504,355,
356,504504,344,
357,504504,330,
358,504504,332,
359,504504,335,
360,504504,321,
361,504504,347,
362,504504,358,
363,504504,332,
364,504504,345,
365,504504,337,
366,504504,326,
367,504504,349,
368,504504,345,
369,504504,361,
370,504504,325,
371,504504,346,
372,504504,327,
373,504504,335,
374,504504,327,
375,504504,325,
376,504504,321,
377,504504,343,
378,504504,338,
379,504504,324,
380,504504,331,
381,504504,347,
382,504504,311,
383,504504,340,
384,504504,322,
385,504504,335,
386,504504,311,
387,504504,321,
388,504504,340,
389,504504,322,
390,504504,305,
391,504504,356,
392,504504,328,
393,504504,309,
394,504504,329,
395,504504,316,
396,504504,332,
397,504504,342,
398,504504,338,
399,504504,308,
400,504504,311,
401,504504,309,
402,504504,323,
403,504504,329,
404,504504,332,
405,504504,337,
406,504504,328,
407,504504,319,
408,504504,320,
409,504504,329,
410,504504,330,
411,504504,306,
412,504504,308,
413,504504,313,
414,504504,298,
415,504504,310,
416,504504,336,
417,504504,311,
418,504504,306,
419,504504,297,
420,504504,313,
421,504504,327,
422,504504,339,
423,504504,308,
