row_number, computation, coverage
1,1800,15,
2,1800,15,
3,1800,15,
4,1800,15,
5,1800,15,
6,1800,15,
7,1800,15,
8,1800,15,
9,1800,15,
10,1800,15,
11,1800,15,
12,1800,15,
13,1800,15,
14,1800,15,
15,1800,15,
16,1800,15,
17,1800,15,
18,1800,15,
19,1800,15,
20,1800,15,
21,1800,15,
22,1800,15,
23,1800,15,
24,1800,14,
25,1800,14,
26,1800,15,
27,1800,15,
28,1800,14,
29,1800,14,
30,1800,14,
31,1800,14,
32,1800,14,
33,1800,13,
34,1800,13,
35,1800,13,
36,1800,12,
37,1800,14,
38,1800,13,
39,1800,14,
40,1800,13,
41,1800,12,
42,1800,12,
43,1800,13,
44,1800,12,
45,1800,12,
46,1800,12,
47,1800,13,
48,1800,10,
49,1800,12,
50,1800,12,
51,1800,11,
52,1800,11,
53,1800,13,
54,1800,11,
55,1800,10,
56,1800,11,
57,1800,10,
58,1800,10,
59,1800,10,
60,1800,10,
61,1800,10,
62,1800,12,
63,1800,10,
64,1800,10,
65,1800,10,
66,1800,9,
67,1800,10,
68,1800,7,
69,1800,10,
70,1800,10,
71,1800,11,
72,1800,7,
73,1800,10,
74,1800,9,
75,1800,11,
76,1800,9,
77,1800,8,
78,1800,9,
79,1800,9,
80,1800,7,
81,1800,5,
82,1800,5,
83,1800,9,
84,1800,7,
85,1800,6,
86,1800,8,
87,1800,7,
88,1800,7,
89,1800,6,
90,1800,7,
91,1800,6,
92,1800,5,
93,1800,5,
94,1800,6,
95,1800,6,
96,1800,6,
97,1800,3,
98,1800,5,
99,1800,6,
100,1800,4,
101,1800,5,
102,1800,4,
103,1800,3,
104,1800,5,
105,1800,3,
106,1800,5,
107,1800,4,
108,1800,3,
109,1800,3,
110,1800,4,
111,1800,3,
112,1800,2,
113,1800,2,
114,1800,2,
115,1800,3,
116,1800,3,
117,1800,4,
118,1800,2,
119,1800,4,
120,1800,2,
121,1800,3,
122,1800,3,
123,1800,2,
124,1800,2,
125,1800,2,
126,1800,2,
127,1800,2,
128,1800,2,
129,1800,1,
130,1800,2,
131,1800,1,
132,1800,1,
133,1800,1,
134,1800,2,
135,1800,1,
136,1800,2,
137,1800,1,
138,1800,1,
139,1800,1,
140,1800,1,
141,1800,2,
142,1800,1,
143,1800,1,
