row_number, computation, coverage
1,33008175,70,
2,32217506,70,
3,31436639,70,
4,30582484,70,
5,29811350,70,
6,29059921,70,
7,28304550,70,
8,27538000,70,
9,26809325,70,
10,26097156,70,
11,25371661,70,
12,24672596,70,
13,23983381,70,
14,23294404,70,
15,22618621,70,
16,21962196,69,
17,21293770,69,
18,20656840,70,
19,20014825,68,
20,19406160,68,
21,18812705,68,
22,18211364,66,
23,17640580,67,
24,17074850,66,
25,16531765,65,
26,16001360,65,
27,15487537,64,
28,14971541,64,
29,14475770,63,
30,13990720,63,
31,13527509,62,
32,13058578,61,
33,12615653,62,
34,12179344,61,
35,11743682,60,
36,11333857,61,
37,10932660,59,
38,10529537,57,
39,10148840,60,
40,9783880,58,
41,9406720,55,
42,9077105,55,
43,8758685,55,
44,8403322,54,
45,8095554,55,
46,7783400,56,
47,7477597,54,
48,7183969,56,
49,6875972,51,
50,6610570,51,
51,6342653,52,
52,6091524,49,
53,5838082,50,
54,5591965,46,
55,5382026,46,
56,5168357,47,
57,4950025,47,
58,4746949,51,
59,4528477,46,
60,4327652,44,
61,4135732,43,
62,3967322,53,
63,3755385,42,
64,3588885,41,
65,3436250,43,
66,3277285,44,
67,3114893,42,
68,2971280,39,
69,2839285,37,
70,2705625,43,
71,2565329,39,
72,2441028,38,
73,2321289,39,
74,2205539,37,
75,2092801,36,
76,1990048,33,
77,1898525,35,
78,1799521,32,
79,1716065,35,
80,1623370,29,
81,1542276,31,
82,1469045,26,
83,1402290,29,
84,1339144,31,
85,1264653,27,
86,1201744,26,
87,1151720,29,
88,1081926,30,
89,1030190,29,
90,963614,25,
91,911338,27,
92,864637,24,
93,817064,25,
94,769541,22,
95,731674,24,
96,693562,22,
97,658618,22,
98,620789,21,
99,587921,21,
100,556226,22,
101,522421,21,
102,490984,19,
103,467141,20,
104,439177,19,
105,410084,20,
106,386650,17,
107,365906,18,
108,345691,19,
109,321973,19,
110,303746,16,
111,285629,17,
112,266852,16,
113,251414,16,
114,231237,15,
115,218594,17,
116,201764,17,
117,187186,14,
118,175517,15,
119,161540,12,
120,153081,14,
121,142084,11,
122,133505,12,
123,123387,13,
124,114813,11,
125,108554,12,
126,100491,13,
127,92168,14,
128,83961,10,
129,77758,12,
130,70974,11,
131,65305,9,
132,60773,10,
133,56633,9,
134,51237,9,
135,46956,9,
136,43650,10,
137,39123,11,
138,35216,8,
139,32420,8,
140,29090,8,
141,26388,7,
142,24449,8,
143,21813,7,
144,20021,7,
145,17786,8,
146,15494,6,
147,14093,6,
148,12946,6,
149,11434,6,
150,10134,6,
151,8905,5,
152,8109,5,
153,7019,4,
154,6506,5,
155,5681,5,
156,4906,5,
157,4296,5,
158,3634,5,
159,2998,4,
160,2564,4,
161,2184,5,
162,1745,3,
163,1460,3,
164,1261,3,
165,1105,3,
166,881,3,
167,713,3,
168,546,3,
169,437,3,
170,314,2,
171,234,2,
172,173,2,
173,122,2,
174,90,2,
175,50,2,
176,25,1,
177,16,1,
178,9,1,
179,4,1,
180,1,1,
