row_number, computation, coverage
1,8130861,35,
2,7933636,35,
3,7738861,35,
4,7544709,35,
5,7354229,35,
6,7166201,35,
7,6978834,35,
8,6795716,35,
9,6618650,35,
10,6434500,35,
11,6258746,35,
12,6088469,35,
13,5913450,35,
14,5743924,35,
15,5576866,35,
16,5410629,35,
17,5249066,35,
18,5089961,34,
19,4937725,35,
20,4781885,35,
21,4629060,35,
22,4480250,34,
23,4334989,33,
24,4198165,34,
25,4059536,34,
26,3922277,34,
27,3787380,32,
28,3664289,33,
29,3539050,33,
30,3412840,33,
31,3293330,32,
32,3177322,33,
33,3059065,31,
34,2950706,31,
35,2845540,31,
36,2739850,31,
37,2637353,29,
38,2547505,31,
39,2447513,30,
40,2352965,30,
41,2262164,30,
42,2170568,29,
43,2085173,29,
44,2000800,29,
45,1921954,28,
46,1843309,27,
47,1768321,29,
48,1691645,26,
49,1626469,26,
50,1561042,27,
51,1494225,26,
52,1429700,28,
53,1364068,27,
54,1300477,25,
55,1245140,27,
56,1185266,27,
57,1125200,26,
58,1069317,25,
59,1019425,23,
60,972613,23,
61,929186,23,
62,884500,22,
63,842500,22,
64,803185,22,
65,763880,21,
66,725906,21,
67,691076,21,
68,657130,22,
69,620570,20,
70,588337,20,
71,558106,19,
72,530693,19,
73,503234,18,
74,477325,17,
75,453620,20,
76,427473,17,
77,404885,17,
78,383080,16,
79,364328,15,
80,345818,15,
81,329024,14,
82,313169,16,
83,294917,17,
84,276625,16,
85,259786,13,
86,246289,14,
87,232084,14,
88,219652,13,
89,207078,15,
90,193460,14,
91,181109,12,
92,172069,13,
93,160010,12,
94,150929,13,
95,141409,12,
96,132001,13,
97,122713,10,
98,115778,13,
99,106740,11,
100,99994,10,
101,94018,11,
102,87113,10,
103,80820,9,
104,75685,10,
105,70769,10,
106,65690,9,
107,60905,10,
108,55845,9,
109,51586,7,
110,48365,8,
111,44941,8,
112,41828,8,
113,38212,7,
114,35453,9,
115,32260,7,
116,29770,7,
117,27521,7,
118,25090,6,
119,23217,6,
120,21349,6,
121,19611,6,
122,18089,6,
123,16418,7,
124,14841,6,
125,13357,5,
126,12242,6,
127,10838,5,
128,9838,5,
129,8905,6,
130,7765,5,
131,6845,4,
132,6228,5,
133,5450,4,
134,4851,5,
135,4196,4,
136,3665,4,
137,3236,4,
138,2768,3,
139,2474,3,
140,2141,2,
141,1961,3,
142,1706,2,
143,1561,3,
144,1325,3,
145,1106,3,
146,916,2,
147,793,2,
148,692,2,
149,585,2,
150,488,2,
151,416,2,
152,328,2,
153,272,2,
154,197,2,
155,145,2,
156,101,2,
157,64,1,
158,49,1,
159,36,1,
160,25,1,
161,16,1,
162,9,1,
163,4,1,
164,1,1,
