k, MTPermutationVector
k, MTPermutationVector
26, 156205
27, 156205
28, 156205
29, 156205
30, 171825
k, MTPermutationVector
31, 171825
32, 171825
33, 171825
34, 171825
35, 171825
36, 171825
37, 171825
38, 187445
39, 187445
40, 187445
41, 187445
42, 187445
43, 187445
44, 187445
45, 187445
46, 187445
47, 187445
48, 203065
49, 203065
50, 203065
51, 203065
52, 203065
53, 203065
54, 203065
55, 203065
56, 203065
57, 203065
58, 203065
59, 203065
k, MTPermutationVector
k, MTPermutationVector
k, MTPermutationVector
k, MTPermutationVector
60, 203065
61, 218685
62, 218685
63, 218685
64, 218685
65, 218685
66, 218685
67, 218685
68, 218685
69, 218685
70, 218685
k, MTPermutationVector
71, 218685
72, 218685
73, 218685
74, 218685
75, 218685
76, 218685
77, 218685
78, 218685
79, 234305
80, 234305
81, 234305
82, 234305
83, 234305
84, 234305
85, 234305
86, 234305
87, 234305
88, 234305
89, 234305
90, 234305
91, 234305
92, 234305
93, 234305
94, 234305
95, 234305
96, 234305
97, 234305
98, 234305
99, 234305
100, 234305
k, MTPermutationVector
30, 171825
k, MTPermutationVector
k, MTPermutationVector
