7,8,9,10,
107,152,204,242,
105,146,186,244,
104,148,198,239,
110,150,193,243,
102,154,197,243,
102,150,200,248,
96,147,204,236,
109,155,194,246,
107,156,193,245,
105,148,197,231,
104,154,193,242,
105,153,196,244,
103,150,195,242,
109,149,192,241,
105,147,202,240,
104,153,202,243,
108,156,203,236,
102,150,198,242,
105,153,197,249,
102,151,192,242,
109,146,199,247,
108,147,194,249,
113,147,195,250,
108,156,201,237,
109,151,195,241,
104,155,192,235,
103,154,200,241,
108,140,191,239,
103,154,197,236,
105,146,198,244,
108,150,198,238,
105,154,195,240,
102,147,186,237,
104,154,193,249,
103,157,198,244,
109,147,201,237,
99,156,200,236,
108,152,193,238,
109,149,188,245,
108,147,197,239,
100,152,199,248,
106,148,195,238,
103,154,193,239,
105,147,203,253,
109,151,199,240,
107,147,198,240,
104,151,207,243,
107,157,201,235,
110,147,202,234,
106,154,188,247,
109,153,197,248,
105,147,198,241,
107,153,193,247,
109,152,200,239,
107,156,201,238,
109,153,201,237,
104,143,193,240,
106,148,189,245,
105,153,196,242,
102,152,203,236,
105,153,196,239,
105,150,196,230,
108,153,197,248,
101,150,204,245,
106,151,202,245,
104,147,197,242,
109,151,197,242,
110,154,195,247,
105,148,195,239,
105,144,199,246,
104,156,190,240,
102,152,197,241,
106,142,199,244,
101,155,193,230,
108,149,196,240,
102,160,192,251,
106,153,192,229,
99,148,196,237,
101,152,192,245,
100,154,193,242,
107,148,201,237,
102,151,191,241,
108,153,193,245,
107,150,196,236,
105,141,197,237,
108,150,190,237,
105,158,200,240,
99,158,198,242,
105,150,193,248,
102,154,197,242,
101,153,202,237,
111,153,193,231,
105,146,197,240,
102,156,196,252,
102,146,201,246,
107,152,188,230,
108,148,201,236,
108,146,186,224,
106,151,192,235,
109,147,188,235,
108,152,197,240,
104,144,200,245,
108,150,200,240,
110,148,200,240,
104,153,201,245,
102,152,198,249,
109,155,200,224,
106,145,195,239,
106,151,193,237,
103,153,199,247,
104,149,193,248,
108,148,193,242,
103,143,198,237,
105,150,193,252,
105,156,205,237,
104,153,199,241,
103,149,198,239,
106,152,195,250,
107,151,204,246,
104,150,189,236,
113,157,199,238,
103,149,190,242,
108,140,199,228,
105,151,193,240,
103,153,199,239,
108,156,192,252,
106,152,199,245,
