7,8,9,10,
109,150,191,239,
110,149,199,245,
100,143,195,240,
109,150,194,239,
109,154,195,248,
109,150,194,237,
110,145,194,237,
101,151,192,243,
100,162,198,235,
105,146,197,231,
104,153,204,243,
104,155,191,237,
104,151,190,244,
106,149,197,233,
108,142,195,251,
107,154,192,254,
107,151,199,246,
102,153,196,241,
104,156,190,236,
104,149,188,241,
105,154,197,238,
106,152,194,234,
99,154,202,251,
105,151,195,240,
108,143,199,242,
105,152,189,231,
102,149,196,234,
108,154,199,232,
104,151,195,252,
111,152,184,237,
100,149,195,243,
107,149,200,240,
106,144,198,237,
106,150,208,234,
100,153,193,242,
99,151,187,250,
104,149,200,238,
111,148,200,250,
103,152,197,232,
103,155,196,241,
109,150,194,236,
105,146,192,236,
105,149,196,248,
109,152,189,241,
109,148,194,235,
106,148,183,238,
102,150,195,240,
107,150,194,237,
97,147,198,236,
105,151,190,245,
105,158,194,246,
103,153,205,251,
106,154,207,239,
100,151,204,243,
104,156,193,242,
101,154,191,239,
109,145,193,242,
108,140,207,240,
107,154,192,244,
101,158,193,236,
103,152,199,258,
108,150,202,222,
109,151,202,244,
106,151,199,236,
112,142,196,234,
108,155,198,240,
109,147,201,237,
108,148,206,242,
104,155,198,240,
97,146,204,242,
106,148,197,246,
108,155,200,240,
102,156,205,251,
109,152,200,241,
105,154,193,234,
103,146,201,236,
105,151,204,248,
103,148,197,239,
107,150,197,233,
98,150,202,234,
105,150,188,233,
105,153,196,237,
105,141,201,234,
106,148,184,238,
103,147,192,245,
107,151,197,243,
99,157,193,225,
107,160,193,238,
108,150,188,231,
108,148,196,241,
107,150,195,252,
110,161,194,247,
104,148,203,246,
108,148,198,231,
109,150,195,237,
107,164,190,240,
103,148,200,239,
104,147,200,240,
102,140,192,241,
105,155,194,238,
104,147,198,243,
100,154,200,243,
111,152,201,249,
102,158,196,236,
103,148,200,234,
101,154,207,239,
105,145,181,240,
101,154,194,243,
107,151,200,236,
105,156,197,237,
106,145,196,233,
102,150,198,234,
106,145,192,249,
103,149,189,239,
100,147,200,237,
103,145,196,238,
106,153,207,240,
104,145,211,238,
102,149,198,243,
101,142,201,241,
110,151,209,233,
105,144,200,241,
106,153,200,243,
104,150,198,243,
103,146,202,232,
107,153,201,234,
108,150,189,245,
103,150,192,241,
104,149,197,244,
103,153,203,232,
104,147,197,245,
107,154,205,244,
108,155,200,234,
108,154,199,235,
106,150,192,236,
105,146,194,243,
112,151,202,239,
106,150,207,238,
105,154,200,242,
103,144,189,239,
107,143,199,245,
103,151,195,231,
106,157,200,245,
104,148,194,247,
102,149,196,230,
109,158,192,236,
106,151,191,240,
109,153,203,248,
108,152,198,234,
104,154,196,235,
107,153,201,241,
102,144,190,244,
106,149,193,247,
105,154,198,242,
107,157,189,248,
104,151,201,241,
108,149,201,246,
105,163,195,238,
105,156,185,250,
106,155,205,239,
107,155,190,238,
102,151,201,239,
103,145,198,238,
108,156,186,247,
108,153,193,246,
104,146,195,229,
110,151,198,250,
105,153,199,240,
104,157,189,245,
109,157,204,236,
103,144,191,236,
107,159,183,248,
103,148,191,249,
108,153,189,248,
109,154,194,241,
106,147,192,236,
100,151,208,233,
103,151,197,245,
108,155,197,225,
104,152,190,238,
103,150,191,253,
108,146,190,245,
105,151,201,234,
106,150,207,244,
102,152,197,239,
107,147,195,247,
99,151,188,242,
105,150,199,237,
105,150,193,233,
108,150,193,232,
105,146,198,237,
104,150,203,248,
105,156,202,238,
108,156,204,228,
104,148,194,253,
95,154,195,247,
107,148,205,236,
109,148,195,239,
104,154,190,235,
111,152,192,234,
106,158,199,241,
102,148,202,240,
102,148,205,228,
106,151,196,250,
105,153,199,242,
107,155,193,242,
106,157,192,242,
110,144,194,237,
105,152,192,238,
106,155,199,239,
103,151,200,243,
103,151,193,239,
102,148,197,240,
106,145,190,239,
105,150,204,241,
103,140,193,263,
99,154,203,246,
106,152,201,246,
102,150,189,244,
106,150,198,241,
108,150,198,228,
107,154,188,242,
110,151,192,242,
101,152,191,252,
106,144,196,239,
104,143,190,239,
105,148,195,233,
104,148,186,245,
101,147,197,237,
106,152,191,234,
105,152,200,242,
108,148,202,248,
107,148,195,248,
104,147,199,237,
101,154,199,241,
107,148,194,237,
105,149,196,239,
105,148,197,240,
101,154,192,237,
105,152,199,240,
104,154,192,241,
108,150,199,243,
106,159,193,240,
109,158,194,244,
106,145,203,240,
107,150,208,251,
104,146,196,247,
105,150,191,251,
103,153,199,243,
107,143,187,240,
101,151,208,240,
104,150,208,241,
102,148,200,234,
107,156,197,244,
106,155,195,237,
100,152,199,235,
104,153,191,251,
107,146,190,246,
104,154,194,240,
101,154,199,241,
109,153,188,242,
104,149,187,238,
107,148,189,244,
110,155,194,242,
109,151,193,235,
107,159,200,249,
104,149,195,233,
111,148,188,235,
109,143,194,247,
105,151,196,252,
106,155,192,239,
103,155,197,239,
104,159,192,238,
106,150,193,241,
105,153,194,245,
107,143,193,240,
104,148,199,236,
105,153,195,234,
105,154,197,249,
108,161,193,253,
110,145,197,235,
102,148,191,247,
108,150,193,242,
111,148,196,242,
109,153,196,248,
104,147,196,238,
103,151,198,247,
109,142,193,247,
103,154,202,246,
107,150,196,242,
108,146,195,236,
103,149,199,236,
104,148,188,236,
104,154,188,240,
105,148,188,251,
105,157,197,236,
110,154,192,242,
101,147,186,241,
109,148,200,245,
100,150,194,246,
106,147,202,247,
101,150,196,249,
107,148,199,248,
105,146,202,243,
103,150,202,237,
100,151,202,247,
108,143,199,250,
107,149,192,245,
99,154,194,235,
104,153,184,244,
106,150,195,247,
104,155,203,238,
105,158,201,250,
105,143,204,239,
100,152,193,236,
108,149,202,249,
107,156,190,231,
110,148,189,230,
107,150,191,238,
107,146,201,242,
107,148,193,236,
106,149,210,247,
105,147,195,236,
105,151,194,240,
104,148,184,236,
105,150,202,233,
103,149,200,248,
109,143,201,241,
106,151,192,238,
111,145,191,246,
106,152,197,249,
109,155,190,246,
100,146,199,243,
101,144,195,233,
106,149,190,242,
106,148,204,236,
109,149,201,233,
106,155,202,239,
103,158,202,232,
102,154,191,236,
103,146,200,237,
104,151,199,235,
107,148,199,236,
109,156,188,237,
107,144,196,252,
102,151,194,233,
108,151,197,245,
108,150,186,244,
106,152,201,239,
104,143,202,238,
107,144,199,235,
105,152,194,243,
105,156,202,250,
106,148,196,244,
103,156,202,244,
101,154,206,240,
105,148,188,242,
107,156,189,249,
103,145,207,247,
105,152,196,231,
108,153,196,242,
108,151,204,239,
104,151,193,246,
107,148,204,242,
105,146,209,256,
105,147,191,232,
108,145,203,240,
107,153,204,240,
109,151,199,240,
101,158,193,239,
107,153,198,233,
105,152,200,246,
105,151,196,244,
107,152,186,240,
102,145,196,238,
104,151,195,245,
105,152,196,234,
108,157,190,247,
105,151,194,228,
106,154,201,234,
106,143,197,233,
102,154,193,241,
104,153,206,248,
107,152,197,260,
104,149,188,236,
104,152,201,246,
105,146,194,241,
110,151,194,239,
102,145,207,256,
108,157,194,247,
105,146,199,251,
106,151,193,240,
107,146,197,252,
104,146,194,243,
105,151,190,251,
108,147,202,242,
102,152,196,238,
105,149,195,249,
104,137,195,240,
110,153,201,245,
105,155,189,236,
110,152,196,239,
101,149,196,243,
96,147,185,239,
104,153,189,237,
106,153,207,235,
99,152,193,241,
107,150,193,237,
104,148,208,240,
104,150,201,241,
109,156,204,245,
106,156,201,246,
104,147,192,239,
103,150,185,235,
104,152,206,235,
109,156,194,247,
104,152,196,235,
109,160,196,245,
107,155,190,243,
108,152,201,245,
106,153,199,247,
104,151,199,237,
104,157,188,230,
105,154,190,241,
104,152,200,243,
108,149,197,244,
105,153,189,224,
105,152,189,235,
106,148,198,242,
104,155,191,237,
107,153,199,242,
109,150,201,239,
103,148,199,234,
103,149,197,236,
101,148,198,236,
104,150,198,239,
102,149,198,245,
101,152,192,241,
105,142,201,245,
103,149,194,236,
105,149,197,239,
103,146,195,243,
104,150,199,245,
108,158,199,243,
105,150,199,241,
108,154,197,250,
106,152,182,250,
102,149,211,238,
106,144,193,248,
105,147,203,236,
106,149,198,238,
103,151,197,249,
107,150,196,250,
97,150,188,234,
108,151,194,240,
101,145,190,239,
107,147,199,240,
110,146,196,244,
103,146,197,229,
100,156,195,242,
99,155,192,240,
102,153,198,240,
107,143,193,243,
109,156,199,242,
101,152,198,241,
